OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
769041,871015,WA_19066,NONFED,ST-WAWAS,ST/C&L,USWAWAS,Washington State Headquarters,WAWAS,Washington State Headquarters,,,,,,,,,,2000,2451802.5,259,,9.0,Miscellaneous,,,,0.3,B,46.97114,-122.36044,8.0,PRIVATE,WA,Pierce County,053,Pierce,b'\x00\x01\xad\x10\x00\x00\xe4\n\xefr\x11\x97^\xc08\xeb\xc5PN|G@\xe4\n\xefr\x11\x97^\xc08\xeb\xc5PN|G@|\x01\x00\x00\x00\xe4\n\xefr\x11\x97^\xc08\xeb\xc5PN|G@\xfe'
1582092,201511425,W-648733,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,G83J,SWEETWATER,,,,,,2012,2456199.5,273,1547,1.0,Lightning,2456201.5,275.0,1200,0.1,A,42.458303,-107.252403,1.0,BLM,WY,Natrona,025,Natrona,"b""\x00\x01\xad\x10\x00\x00`\x9a\xe9^'\xd0Z\xc0XT6\xac\xa9:E@`\x9a\xe9^'\xd0Z\xc0XT6\xac\xa9:E@|\x01\x00\x00\x00`\x9a\xe9^'\xd0Z\xc0XT6\xac\xa9:E@\xfe"""
287937,293400,W-550572,FED,DOI-WFMI,BIA,USMTFPA,Fort Peck Agency,MTFPA,Fort Peck Agency,19,,DCH0,FRAZER T,,,,,,2007,2454206.5,106,2054,7.0,Arson,2454206.5,106.0,2157,0.1,A,48.0472,-106.0372,2.0,BIA,MT,,,,b'\x00\x01\xad\x10\x00\x00P\xda\x1b|a\x82Z\xc0\x88/L\xa6\n\x06H@P\xda\x1b|a\x82Z\xc0\x88/L\xa6\n\x06H@|\x01\x00\x00\x00P\xda\x1b|a\x82Z\xc0\x88/L\xa6\n\x06H@\xfe'
125380,126613,FS-351724,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,84,,1500,BAD MONDAY,,,,,,2000,2451798.5,255,1030,1.0,Lightning,2451798.5,255.0,1630,0.1,A,44.31638889,-115.78861111,5.0,USFS,ID,,,,b'\x00\x01\xad\x10\x00\x00\x94\xad\xbb\x9ax\xf2\\\xc0\x18\xaf_n\x7f(F@\x94\xad\xbb\x9ax\xf2\\\xc0\x18\xaf_n\x7f(F@|\x01\x00\x00\x00\x94\xad\xbb\x9ax\xf2\\\xc0\x18\xaf_n\x7f(F@\xfe'
7661,7701,FS-1433593,FED,FS-FIRESTAT,FS,USMTLNF,Lolo National Forest,0116,Lolo National Forest,8,003,B8KJ,TARKIO,,,,,,2006,2453855.5,120,1915,9.0,Miscellaneous,2453855.5,120.0,2100,0.3,B,47.04388889,-114.74527778,13.0,STATE OR PRIVATE,MT,61,061,Mineral,b'\x00\x01\xad\x10\x00\x00D\xe2\x92\xa1\xb2\xaf\\\xc0\xa0\x9a\xb1&\x9e\x85G@D\xe2\x92\xa1\xb2\xaf\\\xc0\xa0\x9a\xb1&\x9e\x85G@|\x01\x00\x00\x00D\xe2\x92\xa1\xb2\xaf\\\xc0\xa0\x9a\xb1&\x9e\x85G@\xfe'
386555,409465,SFO-AR0394-053_05_165,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARARS5,ARS District 5,,,,,,,,,,2008,2454686.5,221,,7.0,Arson,,,,1.0,B,34.48978,-92.23073,14.0,MISSING/NOT SPECIFIED,AR,Grant,053,Grant,"b'\x00\x01\xad\x10\x00\x00,\r\xc3G\xc4\x0eW\xc0\x18\x1em\x1c\xb1>A@,\r\xc3G\xc4\x0eW\xc0\x18\x1em\x1c\xb1>A@|\x01\x00\x00\x00,\r\xc3G\xc4\x0eW\xc0\x18\x1em\x1c\xb1>A@\xfe'"
967686,1096038,TFS_FL_46667,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS18,FLS Everglades District,,0085,,,,,,,,1996,2450170.5,88,,6.0,Railroad,,,,51.0,C,25.62,-80.39,14.0,MISSING/NOT SPECIFIED,FL,Miami Dade,086,Miami-Dade,b'\x00\x01\xad\x10\x00\x00(\\\x8f\xc2\xf5\x18T\xc00\x85\xebQ\xb8\x9e9@(\\\x8f\xc2\xf5\x18T\xc00\x85\xebQ\xb8\x9e9@|\x01\x00\x00\x00(\\\x8f\xc2\xf5\x18T\xc00\x85\xebQ\xb8\x9e9@\xfe'
715009,810783,SCHMIDT_23005914,NONFED,ST-MEMES,ST/C&L,USMEMES,Maine Forest Service,MEMES,Maine Forest Service,,,,TURNER,,,,,,1993,2449116.5,129,1323,5.0,Debris Burning,2449116.5,129.0,1350,0.1,A,44.3166653,-70.24999877,14.0,MISSING/NOT SPECIFIED,ME,Androscoggin,001,Androscoggin,b'\x00\x01\xad\x10\x00\x00(L\xd7\xfa\xff\x8fQ\xc0\xa0\xa3\x11}\x88(F@(L\xd7\xfa\xff\x8fQ\xc0\xa0\xa3\x11}\x88(F@|\x01\x00\x00\x00(L\xd7\xfa\xff\x8fQ\xc0\xa0\xa3\x11}\x88(F@\xfe'
1651794,201800771,AK-MSS-36318,INTERAGCY,IA-AKACC,ST/C&L,USAKMSS,Mat-Su Area Forestry,AKMSS,Mat-Su Area Forestry,202,301202,,MEADOW CREEK,,,,,,2013,2456452.5,160,,5.0,Debris Burning,2456452.5,160.0,,0.2,A,61.324833,-149.525666,8.0,PRIVATE,AK,,,,b'\x00\x01\xad\x10\x00\x00\xcf\xd3\x80A\xd2\xb0b\xc0\xb8\xd4\xb3 \x94\xa9N@\xcf\xd3\x80A\xd2\xb0b\xc0\xb8\xd4\xb3 \x94\xa9N@|\x01\x00\x00\x00\xcf\xd3\x80A\xd2\xb0b\xc0\xb8\xd4\xb3 \x94\xa9N@\xfe'
1022231,1151810,TFS_NC_200790,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS312,NCS Region 3 District 12,,96-090,,POTTER ROAD,,,,,,1996,2450428.5,346,,9.0,Miscellaneous,,,,0.5,B,34.925,-80.665,14.0,MISSING/NOT SPECIFIED,NC,,,,b'\x00\x01\xad\x10\x00\x00\xc0\xf5(\\\x8f*T\xc0pffffvA@\xc0\xf5(\\\x8f*T\xc0pffffvA@|\x01\x00\x00\x00\xc0\xf5(\\\x8f*T\xc0pffffvA@\xfe'
795220,901436,SCHMIDT_55014065,NONFED,ST-WIWIS,ST/C&L,USWIWIS,Wisconsin Department of Natural Resources,WIWIS,Wisconsin Department of Natural Resources,,,,,,,,,,1993,2449119.5,132,1927,3.0,Smoking,2449119.5,132.0,2003,0.25,A,44.08463801,-89.87072898,14.0,MISSING/NOT SPECIFIED,WI,Adams,001,Adams,b'\x00\x01\xad\x10\x00\x00\xe01\x0b\x06\xbawV\xc0py\x16k\xd5\nF@\xe01\x0b\x06\xbawV\xc0py\x16k\xd5\nF@|\x01\x00\x00\x00\xe01\x0b\x06\xbawV\xc0py\x16k\xd5\nF@\xfe'
801718,908075,STATE_KY_13671,NONFED,ST-KYKYS,ST/C&L,USKYKYS,Kentucky Division of Forestry,KYKYS3,KYS Eastern Kentucky District,,99-901,,,,,,,,1999,2451257.5,79,,5.0,Debris Burning,,,,12.0,C,37.3814,-84.2264,14.0,MISSING/NOT SPECIFIED,KY,,,,b'\x00\x01\xad\x10\x00\x00\x1c\xf4lV}\x0eU\xc0\xe8X\x17\xb7\xd1\xb0B@\x1c\xf4lV}\x0eU\xc0\xe8X\x17\xb7\xd1\xb0B@|\x01\x00\x00\x00\x1c\xf4lV}\x0eU\xc0\xe8X\x17\xb7\xd1\xb0B@\xfe'
1014566,1144045,TFS_NC_192991,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS205,NCS Region 2 District 5,,95-033,,,,,,,,1995,2449796.5,79,,5.0,Debris Burning,,,,13.0,C,35.9017,-77.605,14.0,MISSING/NOT SPECIFIED,NC,,,,b'\x00\x01\xad\x10\x00\x00\x1c\x85\xebQ\xb8fS\xc0\xd8f\xd5\xe7j\xf3A@\x1c\x85\xebQ\xb8fS\xc0\xd8f\xd5\xe7j\xf3A@|\x01\x00\x00\x00\x1c\x85\xebQ\xb8fS\xc0\xd8f\xd5\xe7j\xf3A@\xfe'
643357,695247,SFO-TX0482-127658,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,,,,,,,,,,2008,2454524.5,59,,9.0,Miscellaneous,,,,2.0,B,32.36469,-97.84622,14.0,MISSING/NOT SPECIFIED,TX,Hood,221,Hood,b'\x00\x01\xad\x10\x00\x00$N\xeew(vX\xc0\xd8\x96s)\xae.@@$N\xeew(vX\xc0\xd8\x96s)\xae.@@|\x01\x00\x00\x00$N\xeew(vX\xc0\xd8\x96s)\xae.@@\xfe'
9771,9817,FS-1437078,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,0304,Coconino National Forest,159,042,B6TY,CLEAR CREEK,,,,,,2006,2453919.5,184,1246,1.0,Lightning,2453919.5,184.0,1800,1.5,B,34.56083333,-111.48861111,5.0,USFS,AZ,5,005,Coconino,b'\x00\x01\xad\x10\x00\x00`z\x88gE\xdf[\xc0\xb0m\xf5b\xc9GA@`z\x88gE\xdf[\xc0\xb0m\xf5b\xc9GA@|\x01\x00\x00\x00`z\x88gE\xdf[\xc0\xb0m\xf5b\xc9GA@\xfe'
1764393,300107665,SFO-2014TXLFDX493081,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXLFDX,Local Fire Department,,493081,,14-01012,,,,,,2014,2456668.5,11,,5.0,Debris Burning,,,,1.0,B,32.45244,-94.61344,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison,b'\x00\x01\xad\x10\x00\x00\xb8\x83\xd8\x99B\xa7W\xc0\x80\xb3\xcd\x8d\xe99@@\xb8\x83\xd8\x99B\xa7W\xc0\x80\xb3\xcd\x8d\xe99@@|\x01\x00\x00\x00\xb8\x83\xd8\x99B\xa7W\xc0\x80\xb3\xcd\x8d\xe99@@\xfe'
93259,94293,FS-319143,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,75,,,MORAINE,,,,,,1996,2450309.5,227,0830,1.0,Lightning,2450348.5,266.0,1200,5.0,B,41.02833333,-122.98333333,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xacZ\xeb\xee\xee\xbe^\xc0X\xde2m\xa0\x83D@\xacZ\xeb\xee\xee\xbe^\xc0X\xde2m\xa0\x83D@|\x01\x00\x00\x00\xacZ\xeb\xee\xee\xbe^\xc0X\xde2m\xa0\x83D@\xfe'
1606449,201627503,SFO-AR-2012-AR7/4/201212407,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,AFC,Arkansas Forestry Commission,,AR7/4/201212407,,,,,,,,2012,2456112.5,186,2000,9.0,Miscellaneous,2456112.5,186.0,2300,7.0,B,36.46136,-93.89339,8.0,PRIVATE,AR,BENTON,007,Benton,b'\x00\x01\xad\x10\x00\x00\xb0$@M-yW\xc0h\xd7/\xd8\r;B@\xb0$@M-yW\xc0h\xd7/\xd8\r;B@|\x01\x00\x00\x00\xb0$@M-yW\xc0h\xd7/\xd8\r;B@\xfe'
158580,160141,FS-388061,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,188,,5555,JR,,,,,,2003,2452865.5,226,1548,1.0,Lightning,2452865.5,226.0,1715,0.25,A,36.4125,-106.86194444,5.0,USFS,NM,39,039,Rio Arriba,b'\x00\x01\xad\x10\x00\x0041\x03\x19*\xb7Z\xc0\xd8\xcc\xcc\xcc\xcc4B@41\x03\x19*\xb7Z\xc0\xd8\xcc\xcc\xcc\xcc4B@|\x01\x00\x00\x0041\x03\x19*\xb7Z\xc0\xd8\xcc\xcc\xcc\xcc4B@\xfe'
494142,531504,SFO-MN0349-914004,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNMNS,Minnesota Department of Natural Resources,,,,,,,,,,1992,2448718.5,97,,9.0,Miscellaneous,,,,0.01,A,47.985642,-93.05614,14.0,MISSING/NOT SPECIFIED,MN,St. Louis,137,St. Louis,b'\x00\x01\xad\x10\x00\x00\xd4\xff9\xcc\x97CW\xc08\xc8]\x84)\xfeG@\xd4\xff9\xcc\x97CW\xc08\xc8]\x84)\xfeG@|\x01\x00\x00\x00\xd4\xff9\xcc\x97CW\xc08\xc8]\x84)\xfeG@\xfe'
1486383,201156485,2011GAGAS-FY2011-Marion-046,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,,FY2011-Marion-046,,FY2011-MARION-046,,,,,,2011,2455618.5,57,1325,5.0,Debris Burning,2455618.5,57.0,1512,5.34,B,32.54651553,-84.47558343,8.0,PRIVATE,GA,Marion              ,197,Marion,b'\x00\x01\xad\x10\x00\x00\xa4\x97{\xf5o\x1eU\xc0\xa0\r\x8c8\xf4E@@\xa4\x97{\xf5o\x1eU\xc0\xa0\r\x8c8\xf4E@@|\x01\x00\x00\x00\xa4\x97{\xf5o\x1eU\xc0\xa0\r\x8c8\xf4E@@\xfe'
323862,330729,W-543724,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,"Western Slope Center, Craig",,,DP3N,PRICE,,,,,,2007,2454292.5,192,1744,1.0,Lightning,2454293.5,193.0,2300,0.1,A,40.2883,-108.1015,1.0,BLM,CO,Moffat,081,Moffat,"b'\x00\x01\xad\x10\x00\x00\xd0""\xdb\xf9~\x06[\xc0\xf0\xb7\xaf\x03\xe7$D@\xd0""\xdb\xf9~\x06[\xc0\xf0\xb7\xaf\x03\xe7$D@|\x01\x00\x00\x00\xd0""\xdb\xf9~\x06[\xc0\xf0\xb7\xaf\x03\xe7$D@\xfe'"
180951,183094,W-313289,FED,DOI-WFMI,BIA,USSDPRA,Pine Ridge Agency,SDPRA,Pine Ridge Agency,230,,,K-DUMP,,,,,,1999,2451456.5,278,2200,5.0,Debris Burning,2451456.5,278.0,2330,0.1,A,43.3597,-102.4232,2.0,BIA,SD,,,,b'\x00\x01\xad\x10\x00\x00\xb0\xeas\xb5\x15\x9bY\xc0\x88/L\xa6\n\xaeE@\xb0\xeas\xb5\x15\x9bY\xc0\x88/L\xa6\n\xaeE@|\x01\x00\x00\x00\xb0\xeas\xb5\x15\x9bY\xc0\x88/L\xa6\n\xaeE@\xfe'
393940,427603,SFO-CO0501640,NONFED,ST-NASF,ST/C&L,USCOLJDS,LaJunta District,COLJDS,CSFS-LaJunta District,,501640,,,,,,,,2005,2453480.5,110,,13.0,Missing/Undefined,,,,3.0,B,38.0532554,-103.71132585,14.0,MISSING/NOT SPECIFIED,CO,Otero,089,Otero,b'\x00\x01\xad\x10\x00\x00(\xa3\xdb\\\x86\xedY\xc0\xf8\xaa\xac\x12\xd1\x06C@(\xa3\xdb\\\x86\xedY\xc0\xf8\xaa\xac\x12\xd1\x06C@|\x01\x00\x00\x00(\xa3\xdb\\\x86\xedY\xc0\xf8\xaa\xac\x12\xd1\x06C@\xfe'
442729,476901,SFO-GA01150606-43-069-0020-07,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Waycross,"GAS Satilla District, Waycross Office",,,,,,,,,,2006,2453947.5,212,,4.0,Campfire,,,,0.22,A,31.47136137,-82.93291655,14.0,MISSING/NOT SPECIFIED,GA,Coffee,069,Coffee,b'\x00\x01\xad\x10\x00\x00h\t\x9e\xe7\xb4\xbbT\xc0\x80\xbf\x84#\xabx?@h\t\x9e\xe7\xb4\xbbT\xc0\x80\xbf\x84#\xabx?@|\x01\x00\x00\x00h\t\x9e\xe7\xb4\xbbT\xc0\x80\xbf\x84#\xabx?@\xfe'
1867378,300302532,HIWMO-OA6852,INTERAGCY,IA-HIWMO,ST/C&L,USHICNTY,Hawaii Counties,HICNTY,Honolulu Fire Dept,,,,,,,,,,2005,2453735.5,365,,13.0,Missing/Undefined,,,,0.1,A,21.3297749,-157.6923981,14.0,MISSING/NOT SPECIFIED,HI,Oahu,003,Honolulu,b'\x00\x01\xad\x10\x00\x00\xffi\x0f (\xb6c\xc0\xc0\x8a\xba lT5@\xffi\x0f (\xb6c\xc0\xc0\x8a\xba lT5@|\x01\x00\x00\x00\xffi\x0f (\xb6c\xc0\xc0\x8a\xba lT5@\xfe'
1506758,201189893,2011AFCAR9/29/2011298,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARAFC,Arkansas Forestry Commission,,AR9/29/2011298,,,,,,,,2011,2455833.5,272,1618,1.0,Lightning,2455833.5,272.0,1645,3.0,B,33.88331,-92.06174,8.0,PRIVATE,AR,CLEVELAND,025,Cleveland,b'\x00\x01\xad\x10\x00\x00\xb86T\x8c\xf3\x03W\xc0p\x1dUM\x10\xf1@@\xb86T\x8c\xf3\x03W\xc0p\x1dUM\x10\xf1@@|\x01\x00\x00\x00\xb86T\x8c\xf3\x03W\xc0p\x1dUM\x10\xf1@@\xfe'
68430,69153,FS-293804,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,49,,,CALIFORNIA LAKE,,,,,,1994,2449559.5,207,0900,4.0,Campfire,2449559.5,207.0,1800,0.1,A,45.24666667,-115.83,5.0,USFS,ID,,,,b'\x00\x01\xad\x10\x00\x00\x84\xebQ\xb8\x1e\xf5\\\xc0\xf0T\x00\xc6\x92\x9fF@\x84\xebQ\xb8\x1e\xf5\\\xc0\xf0T\x00\xc6\x92\x9fF@|\x01\x00\x00\x00\x84\xebQ\xb8\x1e\xf5\\\xc0\xf0T\x00\xc6\x92\x9fF@\xfe'
268250,273313,W-551418,FED,DOI-WFMI,BIA,USSDRBA,Rosebud Agency,SDRBA,Rosebud Agency,213,,D1GW,32 BALES,,,,,,2007,2454380.5,280,0959,1.0,Lightning,2454380.5,280.0,1730,0.2,A,43.0042,-101.0761,8.0,PRIVATE,SD,,,,"b""\x00\x01\xad\x10\x00\x00l\xce\x88\xd2\xdeDY\xc0XR'\xa0\x89\x80E@l\xce\x88\xd2\xdeDY\xc0XR'\xa0\x89\x80E@|\x01\x00\x00\x00l\xce\x88\xd2\xdeDY\xc0XR'\xa0\x89\x80E@\xfe"""
1795251,300206611,FS-6330770,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,091,027,EK12,FRANKS,,,,,,2015,2457211.5,189,0900,1.0,Lightning,2457211.5,189.0,1305,0.25,A,40.12361111,-120.67277778,5.0,USFS,CA,063,063,Plumas,b'\x00\x01\xad\x10\x00\x00\xd4\xa4\x88\xca\x0e+^\xc0\xb0o%}\xd2\x0fD@\xd4\xa4\x88\xca\x0e+^\xc0\xb0o%}\xd2\x0fD@|\x01\x00\x00\x00\xd4\xa4\x88\xca\x0e+^\xc0\xb0o%}\xd2\x0fD@\xfe'
46890,47198,FS-265185,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,33,,,LANE,,,,,,1992,2448821.5,200,2130,7.0,Arson,2448821.5,200.0,2132,0.1,A,32.78333333,-116.66666667,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00\xec>\xae\xaa\xaa*]\xc0\xc8\x1b=DDd@@\xec>\xae\xaa\xaa*]\xc0\xc8\x1b=DDd@@|\x01\x00\x00\x00\xec>\xae\xaa\xaa*]\xc0\xc8\x1b=DDd@@\xfe'
193048,195674,W-354857,FED,DOI-WFMI,BIA,USMTBFA,Blackfeet Agency,MTBFA,Blackfeet Agency,104,,,OVERBEACH,,,,,,1999,2451361.5,183,0200,9.0,Miscellaneous,2451361.5,183.0,0245,1.0,B,48.5166,-113.2843,2.0,BIA,MT,,,,"b'\x00\x01\xad\x10\x00\x00,\x90\xa0\xf81R\\\xc0\x90\x8e\xe4\xf2\x1fBH@,\x90\xa0\xf81R\\\xc0\x90\x8e\xe4\xf2\x1fBH@|\x01\x00\x00\x00,\x90\xa0\xf81R\\\xc0\x90\x8e\xe4\xf2\x1fBH@\xfe'"
235437,239617,W-36191,FED,DOI-WFMI,BLM,USUTMOD,Moab Field Office,UTMOD,Moab Field Office,,,R696,MYSTERY,,,,,,1993,2449240.5,253,1945,1.0,Lightning,2449241.5,254.0,0030,1.0,B,39.8166,-110.9007,1.0,BLM,UT,,,,b'\x00\x01\xad\x10\x00\x00t\xe0\x9c\x11\xa5\xb9[\xc0\xf8\xf4JY\x86\xe8C@t\xe0\x9c\x11\xa5\xb9[\xc0\xf8\xf4JY\x86\xe8C@|\x01\x00\x00\x00t\xe0\x9c\x11\xa5\xb9[\xc0\xf8\xf4JY\x86\xe8C@\xfe'
1702524,201920530,IA-IITF-20530,INTERAGCY,IA-PRIITF,IA,USPRIITF,International Institute of Tropical Forestry,PRIITF,International Institute of Tropical Forestry,,,,,,,,,,2003,2452723.5,84,,13.0,Missing/Undefined,,,,1.0,B,18.13237,-66.303955,14.0,MISSING/NOT SPECIFIED,PR,,,,b'\x00\x01\xad\x10\x00\x00(\x1d\xac\xffs\x93P\xc0\xc0\xf8\x14\x00\xe3!2@(\x1d\xac\xffs\x93P\xc0\xc0\xf8\x14\x00\xe3!2@|\x01\x00\x00\x00(\x1d\xac\xffs\x93P\xc0\xc0\xf8\x14\x00\xe3!2@\xfe'
1579413,201508486,W-644313,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,GW9X,0121,,,,,,2012,2456088.5,162,1610,9.0,Miscellaneous,2456089.5,163.0,1602,8.6,B,44.25324,-119.53567,1.0,BLM,OR,Grant,023,Grant,b'\x00\x01\xad\x10\x00\x00\xb0\xdc\xd2jH\xe2]\xc0\x08\x05\x17+j F@\xb0\xdc\xd2jH\xe2]\xc0\x08\x05\x17+j F@|\x01\x00\x00\x00\xb0\xdc\xd2jH\xe2]\xc0\x08\x05\x17+j F@\xfe'
462913,497342,SFO-ID0043_2301992024,NONFED,ST-NASF,ST/C&L,USIDIDS,Idaho Department of Lands,ID230,IDS District 230,,,,,,,,,,1992,2448836.5,215,,13.0,Missing/Undefined,,,,1.0,B,47.978851,-116.652194,14.0,MISSING/NOT SPECIFIED,ID,Bonner,017,Bonner,b'\x00\x01\xad\x10\x00\x00l)\xe7\x8b\xbd)]\xc0 TT\xfdJ\xfdG@l)\xe7\x8b\xbd)]\xc0 TT\xfdJ\xfdG@|\x01\x00\x00\x00l)\xe7\x8b\xbd)]\xc0 TT\xfdJ\xfdG@\xfe'
668453,730956,SFO-WA0547309,NONFED,ST-NASF,ST/C&L,USWAWAS,Washington State Headquarters,WAWAS,Washington State Headquarters,,,,,,,,,,2005,2453428.5,58,,5.0,Debris Burning,,,,0.1,A,45.70671997,-122.33990001,14.0,MISSING/NOT SPECIFIED,WA,Clark,011,Clark,b'\x00\x01\xad\x10\x00\x00\x08\xb7\xf8\xeb\xc0\x95^\xc0HJ\xcb\xccu\xdaF@\x08\xb7\xf8\xeb\xc0\x95^\xc0HJ\xcb\xccu\xdaF@|\x01\x00\x00\x00\x08\xb7\xf8\xeb\xc0\x95^\xc0HJ\xcb\xccu\xdaF@\xfe'
1445990,19968579,WI-62060492001,NONFED,ST-WIWIS,ST/C&L,USWIWIS,Wisconsin Department of Natural Resources,Dispatch Group 62,Wisconsin Rapids District,,49,,,,,,,,2001,2452024.5,115,,5.0,Debris Burning,,,,0.01,A,44.570328,-89.453869,14.0,MISSING/NOT SPECIFIED,WI,50,097,Portage,b'\x00\x01\xad\x10\x00\x00\xc0\xea\x8f0\x0c]V\xc0(\xff\x05\x82\x00IF@\xc0\xea\x8f0\x0c]V\xc0(\xff\x05\x82\x00IF@|\x01\x00\x00\x00\xc0\xea\x8f0\x0c]V\xc0(\xff\x05\x82\x00IF@\xfe'
767922,869871,WA_17473,NONFED,ST-WAWAS,ST/C&L,USWAWAS,Washington State Headquarters,WAWAS,Washington State Headquarters,,,,,,,,,,1998,2451037.5,224,,9.0,Miscellaneous,,,,0.2,A,46.76481,-122.26401,14.0,MISSING/NOT SPECIFIED,WA,Lewis County,041,Lewis,b'\x00\x01\xad\x10\x00\x00H\xf42\x8a\xe5\x90^\xc0\xb8\xd3HK\xe5aG@H\xf42\x8a\xe5\x90^\xc0\xb8\xd3HK\xe5aG@|\x01\x00\x00\x00H\xf42\x8a\xe5\x90^\xc0\xb8\xd3HK\xe5aG@\xfe'
1568697,201435024,FS-1510830,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,118,YR38,G98M,POPLAR,,,,,,2012,2456231.5,305,1521,5.0,Debris Burning,2456231.5,305.0,1635,5.6,B,39.45083333,-121.05055556,13.0,STATE OR PRIVATE,CA,091,091,Sierra,"b'\x00\x01\xad\x10\x00\x00,5cM<C^\xc0\x08&\x14\xe8\xb4\xb9C@,5cM<C^\xc0\x08&\x14\xe8\xb4\xb9C@|\x01\x00\x00\x00,5cM<C^\xc0\x08&\x14\xe8\xb4\xb9C@\xfe'"
209626,212384,W-435747,FED,DOI-WFMI,BIA,USAZTCA,Truxton Canyon Agency,AZTCA,Truxton Canyon Agency,122,,,ANTELOPE,,,,,,1995,2449949.5,232,1330,1.0,Lightning,2449949.5,232.0,1415,1.5,B,35.5503,-113.3341,2.0,BIA,AZ,,,,b'\x00\x01\xad\x10\x00\x00\xfce\xf7\xe4aU\\\xc0\x98~\xfb:p\xc6A@\xfce\xf7\xe4aU\\\xc0\x98~\xfb:p\xc6A@|\x01\x00\x00\x00\xfce\xf7\xe4aU\\\xc0\x98~\xfb:p\xc6A@\xfe'
802711,909082,STATE_KY_14743,NONFED,ST-KYKYS,ST/C&L,USKYKYS,Kentucky Division of Forestry,KYKYS9,KYS Western Kentucky District,,99-909,,,,,KY3759908218119991111,UNNAMED,,1999,2451493.5,315,,7.0,Arson,,,,2500.0,F,37.6019,-82.1722,14.0,MISSING/NOT SPECIFIED,KY,,,,"b""\x00\x01\xad\x10\x00\x00\xc0\x17&S\x05\x8bT\xc08\xbb'\x0f\x0b\xcdB@\xc0\x17&S\x05\x8bT\xc08\xbb'\x0f\x0b\xcdB@|\x01\x00\x00\x00\xc0\x17&S\x05\x8bT\xc08\xbb'\x0f\x0b\xcdB@\xfe"""
1457997,20024247,FS-1495562,FED,FS-FIRESTAT,FS,USWYMBF,Medicine Bow National Forest,0206,Medicine Bow National Forest,909,,F8FQ,BORGIALLI FIRE,,,,,,2011,2455767.5,206,1503,1.0,Lightning,2455767.5,206.0,2000,758.58,E,43.72972222,-104.49972222,13.0,STATE OR PRIVATE,WY,,,,b'\x00\x01\xad\x10\x00\x00\x00\xff\xe7r\xfb\x1fZ\xc0H\x08\xa7\x89g\xddE@\x00\xff\xe7r\xfb\x1fZ\xc0H\x08\xa7\x89g\xddE@|\x01\x00\x00\x00\x00\xff\xe7r\xfb\x1fZ\xc0H\x08\xa7\x89g\xddE@\xfe'
